global_index,source_json,paper_id,paper_title,paper_link,question_link,question_id,parser_is_solved,context_brief,original_question,self_contained_problem,macro_subject,category_tag,open_status,status_search_result,status_evidence,status_evidence_urls,confidence,validation_warnings,model,effort,elapsed_s,checkpoint_path
15,outputs/parse-paper/07-workshop-problems.json,07-workshop-problems,SOME OPEN PROBLEMS ABOUT DIOPHANTINE EQUATIONS,https://pub.math.leidenuniv.nl/~evertsejh/07-workshop-problems.pdf,https://pub.math.leidenuniv.nl/~evertsejh/07-workshop-problems.pdf#page=3,q_017,false,Rational points on cyclotomic hyperelliptic curves.,"Let p >= 7 be a prime. Let Φ_p denote the p-th cyclotomic polynomial, and define the hyperelliptic curves C_p over Q and D_p over Q by C_p: y^2 = Φ_p(x) and D_p: p y^2 = Φ_p(x). Is it true that for every prime p >= 7 the rational points satisfy C_p(Q) = {(-1, -1), (-1, 1), (0, -1), (0, 1)} and D_p(Q) = {(1, -1), (1, 1)}?","For a prime number $p$, let $\Phi_p(x) = x^{p-1} + x^{p-2} + \cdots + x + 1$ denote the $p$-th cyclotomic polynomial. Define two hyperelliptic curves over $\mathbb{Q}$ by
$$C_p : y^2 = \Phi_p(x), \qquad D_p : p\,y^2 = \Phi_p(x).$$
Determine whether, for every prime $p \geq 7$, the sets of rational points are exactly
$$C_p(\mathbb{Q}) = \{(-1,-1),\,(-1,1),\,(0,-1),\,(0,1)\},$$
$$D_p(\mathbb{Q}) = \{(1,-1),\,(1,1)\}.$$
(It is known that these equalities hold for $p \in \{7, 11, 13, 17\}$; the question is whether they hold for all primes $p \geq 7$.)",Number Theory,Rational points on hyperelliptic curves,open,"A web search did not locate a published resolution of this question for all primes $p\ge 7$. The problem is stated as open in a Diophantine equations problem list, with verification only for $p\in\{7,11,13,17\}$. No more recent reference resolving the general case was found.","[{""title"": ""Some open problems about Diophantine equations"", ""url"": ""https://pub.math.leidenuniv.nl/~evertsejh/07-workshop-problems.pdf"", ""snippet"": ""Do we have Cp(Q) = {(−1,−1),(−1,1),(0,−1),(0,1)}, Dp(Q) = {(1,−1),(1,1)} for all p ≥ 7? This is true if p ∈ {7,11,13,17}."", ""claim"": ""The question is posed as an open problem, with verification only for small primes.""}]",https://pub.math.leidenuniv.nl/~evertsejh/07-workshop-problems.pdf,0.6,,opus,medium,27.23,outputs/self-contained-leftover-checkpoints-part-0-of-2/000015__07-workshop-problems__q_017__1e330370a171.json
16,outputs/parse-paper/07-workshop-problems.json,07-workshop-problems,SOME OPEN PROBLEMS ABOUT DIOPHANTINE EQUATIONS,https://pub.math.leidenuniv.nl/~evertsejh/07-workshop-problems.pdf,https://pub.math.leidenuniv.nl/~evertsejh/07-workshop-problems.pdf#page=4,q_018,false,Local-global principle for A X^2 + B Y^3 = C Z^5.,"Fix nonzero integers A, B, and C. For the equation A X^2 + B Y^3 = C Z^5, with X, Y, Z required to be coprime integers, is the existence of a coprime integer solution equivalent to the existence of coprime p-adic solutions for every prime p? In other words, does a Hasse principle hold for this equation?","Let $A$, $B$, $C$ be fixed nonzero integers. Consider the Diophantine equation
$$A X^2 + B Y^3 = C Z^5$$
in unknowns $X, Y, Z \in \mathbb{Z}$ subject to the coprimality condition $\gcd(X, Y, Z) = 1$.

For each prime $p$, by a ""coprime $p$-adic solution"" we mean a triple $(X, Y, Z) \in \mathbb{Z}_p^3$ satisfying the equation such that at least one of $X, Y, Z$ is a unit in $\mathbb{Z}_p$ (equivalently, $X, Y, Z$ are not all divisible by $p$).

Question: Does a Hasse (local-global) principle hold for this equation? That is, is the existence of a coprime integer solution $(X, Y, Z) \in \mathbb{Z}^3$ equivalent to the existence of a coprime $p$-adic solution for every prime $p$ (together with a real solution)?",Number Theory,Generalized Fermat equations / Hasse principle,open,"The equation $AX^2+BY^3=CZ^5$ has signature $(2,3,5)$, which is in the spherical (finite-solution) range of generalized Fermat equations. Work by Darmon–Granville and others shows there are no local or class-group obstructions when $A,B,C$ are pairwise coprime, and complete solutions are known only for specific small cases (e.g. $A=B=C=1$ via Edwards). No proof or disproof of a general Hasse principle for arbitrary nonzero $A,B,C$ appears in the literature; the problem appears to remain open.","[{""title"": ""On the equations z^m = F(x,y) and Ax^p + By^q = Cz^r"", ""url"": ""https://www.math.mcgill.ca/darmon/pub/Articles/Research/12.Granville/pub12.pdf"", ""snippet"": ""There are no local obstructions or class group obstructions to any equation Ax^2 + By^3 = Cz^5 if A, B and C are pairwise coprime."", ""claim"": ""Local obstructions are absent in the coprime case, but a global Hasse principle is not established.""}, {""title"": ""Hasse principle - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/Hasse_principle"", ""snippet"": ""The Hasse principle does not hold in general for higher-degree forms; Selmer gave 3x^3+4y^3+5z^3=0 as a counterexample."", ""claim"": ""Hasse principle fails in general for higher-degree Diophantine equations, so the question for signature (2,3,5) is nontrivial.""}]",https://www.math.mcgill.ca/darmon/pub/Articles/Research/12.Granville/pub12.pdf https://en.wikipedia.org/wiki/Hasse_principle,0.7,,opus,medium,29.98,outputs/self-contained-leftover-checkpoints-part-0-of-2/000016__07-workshop-problems__q_018__debba9261773.json
17,outputs/parse-paper/07-workshop-problems.json,07-workshop-problems,SOME OPEN PROBLEMS ABOUT DIOPHANTINE EQUATIONS,https://pub.math.leidenuniv.nl/~evertsejh/07-workshop-problems.pdf,https://pub.math.leidenuniv.nl/~evertsejh/07-workshop-problems.pdf#page=4,q_019,false,Perfect powers among partial sums of primes.,"Are there infinitely many positive integers n such that the sum of the first n prime numbers is a square, or more generally a perfect power?","Let $p_1 = 2, p_2 = 3, p_3 = 5, \ldots$ denote the sequence of prime numbers in increasing order, and define $S_n = p_1 + p_2 + \cdots + p_n$ for each positive integer $n$.

(a) Are there infinitely many positive integers $n$ such that $S_n$ is a perfect square, i.e., $S_n = m^2$ for some positive integer $m$?

(b) More generally, are there infinitely many positive integers $n$ such that $S_n$ is a perfect power, i.e., $S_n = m^k$ for some integers $m \geq 1$ and $k \geq 2$?",Number Theory,Sums of primes and perfect powers,open,"The question of whether the sum of the first n primes is a perfect square (or perfect power) infinitely often appears to remain open. No proof of either infinitude or finiteness is recorded in standard references; only small examples (e.g., S_9 = 100 = 10^2) are known, and no general theorem addresses the asymptotic question.","[{""title"": ""When is the sum of the first n primes equal to a perfect square (other than 100)?"", ""url"": ""https://appliedmathematics.quora.com/When-is-the-sum-of-the-first-n-primes-equal-to-a-perfect-square-other-than-the-number-100"", ""snippet"": ""Discussion notes occurrences such as n=9 giving 100, but no general resolution is known."", ""claim"": ""The general question is treated as an unresolved problem in available discussions.""}, {""title"": ""OEIS A013916 — Numbers n such that sum of first n primes is prime; related sequences for squares"", ""url"": ""https://oeis.org/A013916"", ""snippet"": ""Related OEIS entries list n where the partial sum of primes has special form; no asymptotic result is cited."", ""claim"": ""OEIS records examples but no theorem on infinitude of square values.""}]",https://appliedmathematics.quora.com/When-is-the-sum-of-the-first-n-primes-equal-to-a-perfect-square-other-than-the-number-100 https://oeis.org/A013916,0.7,,opus,medium,23.83,outputs/self-contained-leftover-checkpoints-part-0-of-2/000017__07-workshop-problems__q_019__e96f793ef861.json
18,outputs/parse-paper/07-workshop-problems.json,07-workshop-problems,SOME OPEN PROBLEMS ABOUT DIOPHANTINE EQUATIONS,https://pub.math.leidenuniv.nl/~evertsejh/07-workshop-problems.pdf,https://pub.math.leidenuniv.nl/~evertsejh/07-workshop-problems.pdf#page=4,q_020,false,Finiteness for x^(2n) - q^(2n) = p y^m.,"Show that the Diophantine equation x^(2n) - q^(2n) = p y^m has only finitely many integer solutions (x, y, p, q, m, n) with n >= 2, m >= 3, p and q prime, and q not dividing x.","Prove that there are only finitely many tuples of integers $(x, y, p, q, m, n)$ satisfying the equation
$$x^{2n} - q^{2n} = p\, y^{m},$$
subject to the constraints $n \ge 2$, $m \ge 3$, $p$ and $q$ both prime, and $q \nmid x$.",Number Theory,Diophantine equations,unknown,"A targeted web search did not reveal a published resolution of this finiteness statement. The problem appears in a list of open problems on Diophantine equations, and no result establishing or disproving the finiteness claim was located.","[{""title"": ""Diophantine equation - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/Diophantine_equation"", ""snippet"": ""General background on finiteness theorems for Diophantine equations; no specific reference to this equation."", ""claim"": ""No direct result on x^{2n}-q^{2n}=p y^m found.""}]",https://en.wikipedia.org/wiki/Diophantine_equation,0.6,,opus,medium,22.03,outputs/self-contained-leftover-checkpoints-part-0-of-2/000018__07-workshop-problems__q_020__6409ee6d0c1c.json
19,outputs/parse-paper/07-workshop-problems.json,07-workshop-problems,SOME OPEN PROBLEMS ABOUT DIOPHANTINE EQUATIONS,https://pub.math.leidenuniv.nl/~evertsejh/07-workshop-problems.pdf,https://pub.math.leidenuniv.nl/~evertsejh/07-workshop-problems.pdf#page=4,q_021,false,Factorial representation by elements of a multiplicative subgroup.,"Let G be a finitely generated multiplicative subgroup of Q* and let m >= 4 be an integer. Show that if x_1 + x_2 + ··· + x_m = n! with each x_i a positive integer lying in G, then n is bounded above by a constant depending only on G.","Let $\mathbb{Q}^*$ denote the multiplicative group of nonzero rationals, and let $G \subset \mathbb{Q}^*$ be a finitely generated multiplicative subgroup. Let $\mathbb{Z}_+$ denote the set of positive integers. Fix an integer $m \geq 4$. Prove that there exists a constant $C = C(G)$, depending only on $G$, such that whenever positive integers $x_1, x_2, \ldots, x_m \in G \cap \mathbb{Z}_+$ and a positive integer $n$ satisfy
$$x_1 + x_2 + \cdots + x_m = n!,$$
one has $n \leq C(G)$.",Number Theory,S-unit equations and factorials,open,"A targeted web search did not turn up a published resolution of this problem. It is posed as an open problem in a list of Diophantine problems and appears to remain open; related problems for $m=2,3$ and S-unit equation techniques are known, but the case $m\geq 4$ with factorial right-hand side does not appear to have been resolved.","[{""title"": ""Some open problems about Diophantine equations (Evertse, problem list)"", ""url"": ""https://pub.math.leidenuniv.nl/~evertsejh/07-workshop-problems.pdf"", ""snippet"": ""Problem 21 posed as open: sum of m≥4 elements of G∩Z_+ equal to n!, show n bounded by constant depending on G."", ""claim"": ""The problem is posed as open in a curated list of Diophantine problems.""}]",https://pub.math.leidenuniv.nl/~evertsejh/07-workshop-problems.pdf,0.6,,opus,medium,25.53,outputs/self-contained-leftover-checkpoints-part-0-of-2/000019__07-workshop-problems__q_021__c2d3d625c983.json
20,outputs/parse-paper/07-workshop-problems.json,07-workshop-problems,SOME OPEN PROBLEMS ABOUT DIOPHANTINE EQUATIONS,https://pub.math.leidenuniv.nl/~evertsejh/07-workshop-problems.pdf,https://pub.math.leidenuniv.nl/~evertsejh/07-workshop-problems.pdf#page=4,q_022,false,Binomial coefficients equal to Fibonacci numbers.,"Show that the equation F_n = C(m, k) has only finitely many integer solutions (n, m, k) with 2 <= k <= m/2, where F_n denotes the n-th Fibonacci number and C(m, k) is the binomial coefficient.","Let $(F_n)_{n\ge 0}$ denote the Fibonacci sequence, defined by $F_0=0$, $F_1=1$, and $F_{n+2}=F_{n+1}+F_n$ for all $n\ge 0$. For integers $m\ge 0$ and $0\le k\le m$, let $\binom{m}{k}=\frac{m!}{k!(m-k)!}$ denote the usual binomial coefficient. Prove that the Diophantine equation
$$F_n \;=\; \binom{m}{k}$$
has only finitely many solutions in integers $(n,m,k)$ subject to the restriction $2 \le k \le m/2$.",Number Theory,Diophantine equations with Fibonacci numbers,unknown,"A targeted web search did not locate a published resolution of this specific question (finiteness of integer solutions to $F_n=\binom{m}{k}$ with $2\le k\le m/2$). Related results address fibonomial coefficients equal to Fibonacci numbers and other variants, but the precise binomial-coefficient version with the stated range does not appear to be settled in the sources found.","[{""title"": ""A Diophantine equation including Fibonacci and Fibonomial coefficients"", ""url"": ""https://www.researchgate.net/publication/375316180_A_Diophantine_equation_including_Fibonacci_and_Fibonomial_coefficients"", ""snippet"": ""Researchers have found all solutions of the Diophantine equation [m k]_F ± 1 = F_n, where [m k]_F denotes the fibonomial coefficient."", ""claim"": ""Related work concerns fibonomial (not ordinary binomial) coefficients equal to Fibonacci numbers, indicating that the ordinary-binomial version with 2≤k≤m/2 is a distinct question not directly resolved there.""}, {""title"": ""Fibonacci / Binomial coefficient identity"", ""url"": ""https://www.johndcook.com/blog/2018/02/22/fibonacci-binomial-coefficient-identity/"", ""snippet"": ""Fibonacci numbers arise as sums of binomial coefficients in the shallow diagonals of Pascal's triangle."", ""claim"": ""Standard identities relate F_n to sums of binomials, but no finiteness result for F_n=C(m,k) with 2≤k≤m/2 is provided.""}]",https://www.researchgate.net/publication/375316180_A_Diophantine_equation_including_Fibonacci_and_Fibonomial_coefficients https://www.johndcook.com/blog/2018/02/22/fibonacci-binomial-coefficient-identity/,0.6,,opus,medium,44.25,outputs/self-contained-leftover-checkpoints-part-0-of-2/000020__07-workshop-problems__q_022__dc699e2d625f.json
96,outputs/parse-paper/074.json,074,How many conjectures can you stand? – a survey,https://home.zcu.cz/~ryjacek/publications/files/074.pdf,https://home.zcu.cz/~ryjacek/publications/files/074.pdf#page=2,q_001,false,Hamiltonicity of 4-connected claw-free graphs,"Does every 4-connected claw-free graph contain a Hamilton cycle, that is, a cycle passing through every vertex exactly once? Here a claw-free graph means a graph with no induced subgraph isomorphic to K1,3.","A simple graph $G$ is called claw-free if it contains no induced subgraph isomorphic to the complete bipartite graph $K_{1,3}$ (the claw). The graph $G$ is $k$-connected if it has more than $k$ vertices and remains connected after the removal of any set of fewer than $k$ vertices. A Hamilton cycle in $G$ is a cycle that passes through every vertex of $G$ exactly once; $G$ is called hamiltonian if it contains a Hamilton cycle.

Prove or disprove: every 4-connected claw-free graph is hamiltonian.",Combinatorics,Hamiltonicity of claw-free graphs,open,"The statement is the well-known Matthews–Sumner conjecture, known to be equivalent to Thomassen's conjecture that every 4-connected line graph is hamiltonian. It remains open in general. Partial results include: every 7-connected claw-free graph is hamiltonian (Zhan; Hu–Tian), and the conjecture holds within several subclasses such as hourglass-free claw-free graphs.","[{""title"": ""Every 4-connected {claw,hourglass}-free graph is 2-Hamiltonian"", ""url"": ""https://home.zcu.cz/~ryjacek/publications/files/108.pdf"", ""snippet"": ""The Matthews–Sumner conjecture (every 4-connected claw-free graph is hamiltonian) is one of the central open problems in the area; it is equivalent to Thomassen's conjecture on 4-connected line graphs."", ""claim"": ""The conjecture is still open in general.""}, {""title"": ""Hamiltonian Connectedness in 4-Connected Hourglass-free Claw-free Graphs"", ""url"": ""https://www.researchgate.net/publication/220548955"", ""snippet"": ""Partial results confirm the conjecture in restricted subclasses such as hourglass-free claw-free graphs."", ""claim"": ""Only partial results in subclasses are known.""}]",https://home.zcu.cz/~ryjacek/publications/files/108.pdf https://www.researchgate.net/publication/220548955,0.95,,opus,medium,26.42,outputs/self-contained-leftover-checkpoints-part-0-of-2/000096__074__q_001__642e54279444.json
97,outputs/parse-paper/074.json,074,How many conjectures can you stand? – a survey,https://home.zcu.cz/~ryjacek/publications/files/074.pdf,https://home.zcu.cz/~ryjacek/publications/files/074.pdf#page=2,q_002,false,Hamiltonicity of 4-connected line graphs,"Does every 4-connected line graph contain a Hamilton cycle? Equivalently, if a graph is the line graph L(H) of some graph H and is 4-connected, must it be hamiltonian?","Let H be a finite, simple, undirected graph. The line graph L(H) of H is the graph whose vertex set is the edge set E(H), with two vertices of L(H) adjacent if and only if the corresponding edges of H share an endpoint. A graph G is k-connected if |V(G)| > k and G - S is connected for every set S ⊆ V(G) with |S| < k. A Hamilton cycle in G is a cycle that visits every vertex of G exactly once; G is hamiltonian if it contains a Hamilton cycle.

Question: Must every 4-connected line graph contain a Hamilton cycle? Equivalently, if G = L(H) for some graph H and G is 4-connected, is G necessarily hamiltonian?",Combinatorics,Hamiltonicity of line graphs (Thomassen's conjecture),open,"This is Thomassen's 1986 conjecture. It remains open in general. Known partial results include: it holds for planar line graphs (Yu), for 7-connected line graphs (Zhan), and for 5-connected line graphs with minimum degree at least 6 (Kaiser–Vrána). The conjecture is known to be equivalent to the Matthews–Sumner conjecture on 4-connected claw-free graphs and to a conjecture of Fleischner on cyclically 4-edge-connected cubic graphs.","[{""title"": ""Hamilton cycles in 5-connected line graphs"", ""url"": ""https://www.sciencedirect.com/science/article/pii/S0195669811001636"", ""snippet"": ""Thomassen conjectured that every 4-connected line graph is hamiltonian; partial result: 5-connected line graphs of minimum degree at least 6 are hamiltonian."", ""claim"": ""Conjecture remains open; only partial results in higher connectivity known.""}, {""title"": ""Every 4-Connected Line Graph of a Planar Graph is Hamiltonian"", ""url"": ""https://link.springer.com/article/10.1007/BF02986673"", ""snippet"": ""Proves the planar case of Thomassen's conjecture."", ""claim"": ""Planar case solved; general case still open.""}, {""title"": ""Thomassen's conjecture for line graphs of 3-hypergraphs"", ""url"": ""https://www.sciencedirect.com/science/article/pii/S0012365X20300297"", ""snippet"": ""Studies Thomassen's conjecture in restricted settings."", ""claim"": ""Conjecture still under active investigation in special cases.""}]",https://www.sciencedirect.com/science/article/pii/S0195669811001636 https://link.springer.com/article/10.1007/BF02986673 https://www.sciencedirect.com/science/article/pii/S0012365X20300297,0.95,,opus,medium,28.25,outputs/self-contained-leftover-checkpoints-part-0-of-2/000097__074__q_002__57dcf1003684.json
98,outputs/parse-paper/074.json,074,How many conjectures can you stand? – a survey,https://home.zcu.cz/~ryjacek/publications/files/074.pdf,https://home.zcu.cz/~ryjacek/publications/files/074.pdf#page=4,q_003,false,Dominating closed trails in essentially 4-edge-connected graphs,"Does every essentially 4-edge-connected graph contain a dominating closed trail, meaning a connected eulerian subgraph T such that every edge of the graph has at least one end vertex on T?","Let G be a finite undirected graph. An edge cut of G is a set of edges whose removal disconnects G; an edge cut F is called trivial if some component of G−F consists of a single vertex. The graph G is essentially 4-edge-connected if G is connected and every edge cut of size at most 3 is trivial (equivalently, G has no nontrivial edge cut of size less than 4). A closed trail in G is a connected eulerian subgraph T (a connected subgraph in which every vertex has even degree). A dominating closed trail (DCT) is a closed trail T such that every edge of G has at least one endpoint in V(T).

Question: Does every essentially 4-edge-connected graph contain a dominating closed trail?",Combinatorics,Dominating closed trails in graphs,open,"The conjecture (due to Thomassen / equivalent to Matthews–Sumner's hamiltonicity conjecture for line graphs of essentially 4-edge-connected graphs) remains open. Recent work (e.g., on spanning trails in essentially 4-edge-connected graphs and the dominating circuit conjecture) provides partial results for restricted graph classes (cubic, planar, claw-free) but no proof or counterexample for the general case has been published.","[{""title"": ""Three problems on dominating cycles (Kaiser)"", ""url"": ""https://iti.zcu.cz/domazlice08/slides/kaiser.pdf"", ""snippet"": ""Surveys dominating cycle/trail conjectures including the conjecture that every essentially 4-edge-connected graph has a DCT, listed as an open problem."", ""claim"": ""The DCT conjecture for essentially 4-edge-connected graphs is presented as open.""}, {""title"": ""On dominating closed trails (West, problem page)"", ""url"": ""https://faculty.math.illinois.edu/~west/regs/domtrail.html"", ""snippet"": ""Problem page describing the conjecture on dominating closed trails in essentially 4-edge-connected graphs."", ""claim"": ""Listed as an unresolved conjecture.""}, {""title"": ""Spanning trails in essentially 4-edge-connected graphs"", ""url"": ""https://www.sciencedirect.com/science/article/pii/S0166218X1300382X"", ""snippet"": ""Provides partial progress on related spanning/dominating trail problems in essentially 4-edge-connected graphs."", ""claim"": ""Only partial results known.""}]",https://iti.zcu.cz/domazlice08/slides/kaiser.pdf https://faculty.math.illinois.edu/~west/regs/domtrail.html https://www.sciencedirect.com/science/article/pii/S0166218X1300382X,0.8,,opus,medium,31.28,outputs/self-contained-leftover-checkpoints-part-0-of-2/000098__074__q_003__f80535a8582d.json
99,outputs/parse-paper/074.json,074,How many conjectures can you stand? – a survey,https://home.zcu.cz/~ryjacek/publications/files/074.pdf,https://home.zcu.cz/~ryjacek/publications/files/074.pdf#page=4,q_004,false,Dominating cycles in cyclically 4-edge-connected cubic graphs,"Does every cyclically 4-edge-connected cubic graph contain a dominating cycle, that is, a cycle meeting every edge by containing at least one of its endpoints?","A graph is called cubic if every vertex has degree exactly 3. A cubic graph $G$ is said to be cyclically 4-edge-connected if, for every edge set $F \subseteq E(G)$ with $|F| \le 3$, the graph $G - F$ has at most one connected component that contains a cycle. A dominating cycle in $G$ is a cycle $C$ such that every edge of $G$ has at least one endpoint on $C$ (equivalently, $V(G) \setminus V(C)$ is an independent set).

Prove or disprove: every cyclically 4-edge-connected cubic graph contains a dominating cycle.",Combinatorics,dominating cycles in cubic graphs,open,"The statement is the Ash–Jackson dominating cycle conjecture, known to be equivalent to Thomassen's conjecture that every 4-connected line graph is Hamiltonian, and to Fleischner's and Matthews–Sumner's conjectures. It remains open as of the most recent literature; partial results (e.g., for snarks of small order or restricted girth) are known but no full proof or counterexample is established.","[{""title"": ""Contractible subgraphs, Thomassen's conjecture and the dominating cycle conjecture for snarks"", ""url"": ""https://www.sciencedirect.com/science/article/pii/S0012365X07009387"", ""snippet"": ""Fleischner's and Ash–Jackson's conjectures are equivalent... equivalent to Thomassen's conjecture that every 4-connected line graph is hamiltonian."", ""claim"": ""The conjecture is equivalent to several well-known open conjectures and remains unresolved.""}, {""title"": ""Shortness coefficient of cyclically 4-edge-connected cubic graphs"", ""url"": ""https://www.combinatorics.org/ojs/index.php/eljc/article/download/v27i1p43/pdf/"", ""snippet"": ""The dominating circuit conjecture states that every cyclically 4-edge-connected cubic graph has a dominating circuit."", ""claim"": ""Stated as an open conjecture in recent literature.""}]",https://www.sciencedirect.com/science/article/pii/S0012365X07009387 https://www.combinatorics.org/ojs/index.php/eljc/article/download/v27i1p43/pdf/,0.95,,opus,medium,26.87,outputs/self-contained-leftover-checkpoints-part-0-of-2/000099__074__q_004__2ca1add3b2a0.json
